登録番号,登録年月日,事業者名,事業の種類,事業の種類の細目1,事業の種類の細目2,事業所名,所在地(都道府県),所在地(市区町村),登録対象業務の従業員数
110043,20180330,特別養護老人ホーム長寿園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム長寿園,山形県,尾花沢市,67
110063,20180330,医療法人清梁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設ゆうゆう村,岡山県,高梁市,71
110157,20180330,丸信産業株式会社,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,グループホーム光の家族,北海道,中川郡豊頃町,12
110169,20180330,社会福祉法人西山刈羽福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームにしかりの里,新潟県,柏崎市,92
110175,20180330,特別養護老人ホーム　サンホーム真壁,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　サンホーム真壁,茨城県,桜川市,43
110179,20180330,医療法人　順愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　恵寿の園,群馬県,沼田市,35
110269,20180330,医療法人　和光会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　恵仁荘,長崎県,諫早市,128
110293,20180330,介護老人保健施設グリーンヒル満濃,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設グリーンヒル満濃,香川県,仲多度郡まんのう町,65
110377,20180330,社会福祉法人　清風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　温水園,大分県,由布市,50
110555,20180330,社会福祉法人　榮寿苑福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　うたせ苑,秋田県,南秋田郡八郎潟町,58
110569,20180330,社会福祉法人秀峯会特別養護老人ホームつばきの里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームつばきの里,長崎県,南松浦郡新上五島町,46
110599,20180330,医療法人萌和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設太陽の丘,石川県,加賀市,37
110603,20180330,特別養護老人ホーム峰山荘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム峰山荘,秋田県,大仙市,66
110609,20180330,群馬老人保健センター陽光苑,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,群馬老人保健センター陽光苑,群馬県,前橋市,88
110633,20180330,医療法人拓和会ろうけん大楠,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人拓和会ろうけん大楠,鹿児島県,姶良市,46
110647,20180330,医療法人社団為王会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設アゼリアホーム,栃木県,矢板市,67
110653,20180330,医療法人社団為王会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設かさね,栃木県,矢板市,53
110853,20180330,社会福祉法人　愛の会　,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　桜川陽だまり館,茨城県,水戸市,59
110891,20180330,社会福祉法人いなかわ福祉会　健寿苑サテライト型特別養護老人ホーム　スマイルケアみつなし,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人いなかわ福祉会　健寿苑サテライト型特別養護老人ホーム　スマイルケアみつなし,秋田県,湯沢市,35
110917,20180330,社会福祉法人柏松会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム柏松苑,宮城県,柴田郡村田町,82
110927,20180330,医療法人社団双愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人社団双愛会介護老人保健施設そうあい,栃木県,日光市,38
110941,20180330,社会福祉法人山梨積善会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム富士川荘,山梨県,南巨摩郡富士川町,25
110951,20180330,社会福祉法人緑会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人福祉施設千寿苑,石川県,七尾市,176
110955,20180330,社会福祉法人　仁至会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設ルミナス大府,愛知県,大府市,83
110983,20180330,医療法人　阪本医院,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設悠久苑,大阪府,八尾市,49
111009,20180330,医療法人社団門の内会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設コスモス,愛媛県,西条市,58
111127,20180330,社会福祉法人愛知県厚生事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,愛厚ホーム設楽苑,愛知県,北設楽郡設楽町,74
111131,20180330,特別養護老人ホーム満濃荘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム満濃荘,香川県,仲多度郡まんのう町,93
111177,20180330,特別養護老人ホーム仲南荘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム仲南荘,香川県,仲多度郡まんのう町,41
111209,20180330,社会福祉法人京福会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム寿山荘,栃木県,那須塩原市,31
111217,20180330,社会福祉法人大仙ふくし会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設八乙女荘,秋田県,大仙市,43
111249,20180330,社会福祉法人松徳会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームみながわ桜園,栃木県,栃木市,51
111313,20190523,医療法人慈久会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設明生苑,福島県,本宮市,98
111383,20180330,社会福祉法人九州キリスト教社会福祉事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームいずみの園,大分県,中津市,58
111385,20180330,社会福祉法人九州キリスト教社会福祉事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームいずみの園ヨハネ館,大分県,中津市,41
111525,20180330,社会福祉法人 加美玉造福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム青風園,宮城県,加美郡加美町,21
111545,20180330,有限会社　和,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,有限会社　和,鹿児島県,西之表市,6
